Order	Suborder	Family	Species	MYA	Actual MYA	5Mya_SD_oxy	5Mya_M_oxy	5Mya_slope_oxy	5Mya_SD_carbon	5Mya_M_carbon	5Mya_slope_carbon	1Mya_SD_oxy	1Mya_M_oxy	1Mya_slope_oxy	1Mya_SD_carbon	1Mya_M_carbon	1Mya_slope_carbon	400k_SD_oxy	400k_M_oxy	400k_slope_oxy	400k_SD_carbon	400k_M_carbon	400k_slope_carbon	200K_SD_oxy	200K_M_oxy	200K_slope_oxy	200K_SD_carbon	200K_M_carbon	200K_slope_carbon	100k_SD_oxy	100k_M_oxy	100k_slope_oxy	100k_SD_carbon	100k_M_carbon	100k_slope_carbon	40k_SD_oxy	40k_M_oxy	40k_slope_oxy	40k_SD_carbon	40k_M_carbon	40k_slope_carbon	CC	mass	EQ	Fossil	Social
Carnivora	Cynoidea	Canidae	Mesocyon  coryphaeus	-33.9	-33.9	0.193	1.744	0.053	0.267	0.932	0.082	0.17	1.775	0.108	0.227	1.02	-0.361	0.21	1.802	-0.081	0.205	0.902	-0.739	0.191	1.776	0.037	0.23	0.823	-1.654	0.17	1.784	0.242	0.249	0.745	-2.427	0.237	1.778	3.365	0.213	0.717	-3.486	48.17	10.42	0.72	Yes	N/A
Carnivora	Cynoidea	Canidae	Osbornodon fricki	-33.9	-33.9	0.193	1.744	0.053	0.267	0.932	0.082	0.17	1.775	0.108	0.227	1.02	-0.361	0.21	1.802	-0.081	0.205	0.902	-0.739	0.191	1.776	0.037	0.23	0.823	-1.654	0.17	1.784	0.242	0.249	0.745	-2.427	0.237	1.778	3.365	0.213	0.717	-3.486	101.22	38.31	0.56	Yes	N/A
Carnivora	Cynoidea	Canidae	Osbornodon iamonensis	-33.9	-33.9	0.193	1.744	0.053	0.267	0.932	0.082	0.17	1.775	0.108	0.227	1.02	-0.361	0.21	1.802	-0.081	0.205	0.902	-0.739	0.191	1.776	0.037	0.23	0.823	-1.654	0.17	1.784	0.242	0.249	0.745	-2.427	0.237	1.778	3.365	0.213	0.717	-3.486	63.36	15.62	0.7	Yes	N/A
Carnivora	Cynoidea	Canidae	Otarocyon cooki	-33.9	-33.9	0.193	1.744	0.053	0.267	0.932	0.082	0.17	1.775	0.108	0.227	1.02	-0.361	0.21	1.802	-0.081	0.205	0.902	-0.739	0.191	1.776	0.037	0.23	0.823	-1.654	0.17	1.784	0.242	0.249	0.745	-2.427	0.237	1.778	3.365	0.213	0.717	-3.486	11.04	0.81	1.15	Yes	N/A
Carnivora	Cynoidea	Canidae	Otarocyon macdonaldi	-33.9	-33.9	0.193	1.744	0.053	0.267	0.932	0.082	0.17	1.775	0.108	0.227	1.02	-0.361	0.21	1.802	-0.081	0.205	0.902	-0.739	0.191	1.776	0.037	0.23	0.823	-1.654	0.17	1.784	0.242	0.249	0.745	-2.427	0.237	1.778	3.365	0.213	0.717	-3.486	7.87	0.7	0.92	Yes	N/A
Carnivora	Feliformes	Nimravidae	Eusmilus bidentatus	-37.2	-37.1961	0.29	1.304	0.147	0.315	0.847	-0.053	0.148	1.565	0.017	0.27	0.693	0.237	0.155	1.602	-1.231	0.265	0.733	-1.692	0.17	1.46	-1.13	0.53	0.725	-3.531	0.17	1.46	-1.13	0.53	0.725	-3.531	0.17	1.46	-1.13	0.53	0.725	-3.531	42	10.22	0.64	Yes	N/A
Carnivora	Feliformes	Nimravidae	Dinictis cyclops	-38	-37.986	0.306	1.229	0.13	0.339	0.841	-0.023	0.126	1.49	0.099	0.297	0.674	-0.206	0.126	1.5	0.4	0.303	0.629	-0.595	0.123	1.535	-0.077	0.301	0.561	0.418	0.099	1.542	-0.679	0.16	0.568	-0.429	0.121	1.507	6.278	0.196	0.513	14.574	63.49	12.85	0.81	Yes	N/A
Carnivora	Feliformes	Nimravidae	Dinictis felina	-38	-37.986	0.306	1.229	0.13	0.339	0.841	-0.023	0.126	1.49	0.099	0.297	0.674	-0.206	0.126	1.5	0.4	0.303	0.629	-0.595	0.123	1.535	-0.077	0.301	0.561	0.418	0.099	1.542	-0.679	0.16	0.568	-0.429	0.121	1.507	6.278	0.196	0.513	14.574	70.44	21.02	0.62	Yes	N/A
Carnivora	Feliformes	Nimravidae	Hoplophoneus  occidentalis	-38	-37.986	0.306	1.229	0.13	0.339	0.841	-0.023	0.126	1.49	0.099	0.297	0.674	-0.206	0.126	1.5	0.4	0.303	0.629	-0.595	0.123	1.535	-0.077	0.301	0.561	0.418	0.099	1.542	-0.679	0.16	0.568	-0.429	0.121	1.507	6.278	0.196	0.513	14.574	150.3	55.1	0.64	Yes	N/A
Carnivora	Feliformes	Nimravidae	Hoplophoneus primaevus	-38	-37.986	0.306	1.229	0.13	0.339	0.841	-0.023	0.126	1.49	0.099	0.297	0.674	-0.206	0.126	1.5	0.4	0.303	0.629	-0.595	0.123	1.535	-0.077	0.301	0.561	0.418	0.099	1.542	-0.679	0.16	0.568	-0.429	0.121	1.507	6.278	0.196	0.513	14.574	62.71	11	0.9	Yes	N/A
Carnivora	Feliformes	Nimravidae	Hoplophoneus primaevus I	-38	-37.986	0.306	1.229	0.13	0.339	0.841	-0.023	0.126	1.49	0.099	0.297	0.674	-0.206	0.126	1.5	0.4	0.303	0.629	-0.595	0.123	1.535	-0.077	0.301	0.561	0.418	0.099	1.542	-0.679	0.16	0.568	-0.429	0.121	1.507	6.278	0.196	0.513	14.574	65	19.54	0.61	Yes	N/A
Carnivora	Feliformes	Nimravidae	Hoplophoneus primaevus II	-38	-37.986	0.306	1.229	0.13	0.339	0.841	-0.023	0.126	1.49	0.099	0.297	0.674	-0.206	0.126	1.5	0.4	0.303	0.629	-0.595	0.123	1.535	-0.077	0.301	0.561	0.418	0.099	1.542	-0.679	0.16	0.568	-0.429	0.121	1.507	6.278	0.196	0.513	14.574	50	12.2	0.67	Yes	N/A
z	Feliformes	Nimravidae	Hoplophoneus sicarius	-38	-37.986	0.306	1.229	0.13	0.339	0.841	-0.023	0.126	1.49	0.099	0.297	0.674	-0.206	0.126	1.5	0.4	0.303	0.629	-0.595	0.123	1.535	-0.077	0.301	0.561	0.418	0.099	1.542	-0.679	0.16	0.568	-0.429	0.121	1.507	6.278	0.196	0.513	14.574	99.83	21.87	0.85	Yes	N/A
Carnivora	Feliformes	Prionodontidae	Prionodon linsang	-40.4	-40.36	0.293	1.002	0.044	0.362	0.816	0.065	0.201	1.152	0.267	0.29	1.102	-0.008	0.189	1.258	-0.423	0.398	1.046	1.162	0.213	1.182	-0.104	0.177	1.186	1.772	0.318	1.095	8.588	0.028	1.31	0.763	0.318	1.095	8.588	0.028	1.31	0.763	8.5	0.7	0.99	No	Solitary
Carnivora	Feliformes	Prionodontidae	Prionodon pardicolor	-40.4	-40.36	0.293	1.002	0.044	0.362	0.816	0.065	0.201	1.152	0.267	0.29	1.102	-0.008	0.189	1.258	-0.423	0.398	1.046	1.162	0.213	1.182	-0.104	0.177	1.186	1.772	0.318	1.095	8.588	0.028	1.31	0.763	0.318	1.095	8.588	0.028	1.31	0.763	9.03	0.51	1.34	No	Solitary
Carnivora	Arctoidea	Amphicyonidae	Daphoenus hartshornianus	-42	-41.9743	0.308	0.897	0.089	0.346	0.738	0.015	0.344	0.988	0.064	0.4	0.727	0.014	0.323	1.029	-1.552	0.45	0.783	-2.287	0.078	0.675	1.097	0.24	0.3	3.39	0.078	0.675	1.097	0.24	0.3	3.39	0.078	0.675	1.097	0.24	0.3	3.39	49.64	9.35	0.81	Yes	N/A
Carnivora	Arctoidea	Amphicyonidae	Daphoenus vetus	-42	-41.9743	0.308	0.897	0.089	0.346	0.738	0.015	0.344	0.988	0.064	0.4	0.727	0.014	0.323	1.029	-1.552	0.45	0.783	-2.287	0.078	0.675	1.097	0.24	0.3	3.39	0.078	0.675	1.097	0.24	0.3	3.39	0.078	0.675	1.097	0.24	0.3	3.39	63.38	15.42	0.71	Yes	N/A
Carnivora	Cynoidea	Canidae	Hesperocyon  gregarious	-46.2	-46.1707	0.334	0.218	0.167	0.328	0.837	-0.046	0.198	0.558	0.201	0.291	0.651	-0.156	0.194	0.613	-0.245	0.291	0.604	0.164	0.183	0.57	0.364	0.097	0.577	0.892	0.255	0.55	6.01	0.042	0.63	-1.002	0.255	0.55	6.01	0.042	0.63	-1.002	14.88	2.3	0.7	Yes	N/A
Carnivora	Arctoidea	Amphicyonidae	Miacis cognitus	-55.4	-55.3969	0.26	0.694	-0.102	0.485	1.945	0.115	0.193	0.484	0.041	0.354	1.895	-0.389	0.215	0.487	0.669	0.396	1.794	-0.694	0.219	0.565	0.127	0.457	1.732	-1.106	0.203	0.586	-3.585	0.366	1.742	-12.09	0.191	0.547	-0.01	0.339	1.658	-24.796	11.98	2.65	0.51	Yes	N/A
Cetacea	Odontoceti	Iniidae	Inia geoffrensis	0	0	0.494	3.511	0.265	0.495	0.009	0.073	0.477	4.059	0.131	0.458	0.043	0.296	0.518	4.075	0.385	0.44	0.108	0.513	1.241	4.204	2.055	1.969	0.304	6.206	0.637	4.145	0.375	0.413	0.269	-1.252	0.905	4.161	-40.368	0.367	0.231	5.442	627.8	87.94	1.86	No	Solitary
Cetacea	Odontoceti	Lipotidae	Lipotes vexillifer	0	0	0.494	3.511	0.265	0.495	0.009	0.073	0.477	4.059	0.131	0.458	0.043	0.296	0.518	4.075	0.385	0.44	0.108	0.513	1.241	4.204	2.055	1.969	0.304	6.206	0.637	4.145	0.375	0.413	0.269	-1.252	0.905	4.161	-40.368	0.367	0.231	5.442	510	82	1.6	No	Stable
Cetacea	Odontoceti	Delphinidae	Globicephala  baereckeii	-0.66	-0.66	0.443	3.362	0.25	0.527	0.017	0.034	0.371	3.894	0.285	0.549	0.183	-0.658	0.36	4	0.661	0.501	-0.022	-0.874	0.369	4.042	1.547	0.437	-0.078	0.508	0.367	4.116	-2.523	0.475	-0.061	2.826	0.419	4.002	26.699	0.543	0.059	-22.367	4165.9	900.77	2.11	No	Stable
Cetacea	Odontoceti	Delphinidae	Globicephala  melaena	-0.66	-0.66	0.443	3.362	0.25	0.527	0.017	0.034	0.371	3.894	0.285	0.549	0.183	-0.658	0.36	4	0.661	0.501	-0.022	-0.874	0.369	4.042	1.547	0.437	-0.078	0.508	0.367	4.116	-2.523	0.475	-0.061	2.826	0.419	4.002	26.699	0.543	0.059	-22.367	2861.7	938.07	1.41	No	Stable
Cetacea	Odontoceti	Delphinidae	Delphinus delphis	-1.31	-1.3091	0.393	3.264	0.203	0.541	0.018	0.015	0.294	3.718	0.222	0.588	0.117	0.636	0.335	3.823	-0.333	0.562	0.392	-0.379	0.371	3.778	-0.34	0.519	0.315	1.256	0.338	3.758	2.863	0.558	0.411	-1.448	0.246	3.872	0.211	0.545	0.295	7.287	814.3	59.98	3.23	No	Stable
Cetacea	Odontoceti	Delphinidae	Tursiops truncatus	-1.59	-1.5895	0.378	3.231	0.194	0.546	0.023	-0.023	0.285	3.67	0.174	0.58	0.047	0.372	0.265	3.715	0.357	0.592	0.18	1.45	0.278	3.759	0.474	0.605	0.361	3.25	0.286	3.8	-3.013	0.597	0.582	1.572	0.199	3.673	-3.49	0.542	0.636	-2.482	1759.2	206.82	2.73	No	Stable
Cetacea	Odontoceti	Delphinidae	Lagenorhynchus  obliquidens	-1.92	-1.92	0.359	3.186	0.181	0.547	0.026	-0.065	0.295	3.587	0.314	0.542	0.005	-0.091	0.266	3.666	0.296	0.554	-0.034	0.47	0.269	3.696	-0.469	0.567	0.004	1.414	0.235	3.66	1.565	0.559	0.093	-1.772	0.242	3.714	-0.625	0.519	0.061	3.693	1045	63.5	3.97	No	Stable
Cetacea	Odontoceti	Delphinidae	Lagenorhynchus obscurus	-1.92	-1.92	0.359	3.186	0.181	0.547	0.026	-0.065	0.295	3.587	0.314	0.542	0.005	-0.091	0.266	3.666	0.296	0.554	-0.034	0.47	0.269	3.696	-0.469	0.567	0.004	1.414	0.235	3.66	1.565	0.559	0.093	-1.772	0.242	3.714	-0.625	0.519	0.061	3.693	886.1	58.47	3.59	No	Stable
Cetacea	Odontoceti	Delphinidae	Sotalia fluviatilis	-1.99	-1.99	0.354	3.174	0.178	0.548	0.028	-0.072	0.305	3.557	0.4	0.54	-0.001	-0.099	0.268	3.648	0.511	0.567	-0.038	-0.003	0.279	3.717	-0.476	0.597	-0.043	1.3	0.286	3.731	-4.143	0.593	-0.016	6.644	0.235	3.59	8.367	0.614	0.244	-6.998	688	42.2	3.57	No	Facultative
Cetacea	Odontoceti	Delphinidae	Cephalorhynchus  heavisidii	-3.2	-3.2	0.239	2.999	0.076	0.574	0.081	-0.198	0.222	3.098	0.149	0.34	-0.074	0.187	0.237	3.135	0.351	0.397	-0.028	1.543	0.268	3.21	-2.3	0.453	0.095	5.102	0.245	3.077	-3.204	0.41	0.333	6.835	0.225	2.989	-5.365	0.409	0.543	10.795	763	71	2.66	No	Stable
Cetacea	Odontoceti	Delphinidae	Pseudorca crassidens	-3.69	-3.69	0.23	2.969	0.062	0.606	0.122	-0.269	0.186	3.03	0.004	0.349	-0.154	0.188	0.189	3.064	-0.394	0.208	-0.129	-0.27	0.187	3.027	-0.102	0.193	-0.151	0.845	0.209	3.017	-0.296	0.194	-0.112	0.195	0.16	3.028	-4.338	0.242	-0.143	7.134	3512	579.2	2.49	No	Stable
Cetacea	Odontoceti	Delphinidae	Stenella clymene	-3.84	-3.84	0.231	2.966	0.063	0.616	0.134	-0.284	0.194	3.04	-0.048	0.363	-0.159	0.178	0.187	3.045	0.153	0.308	-0.083	-0.653	0.198	3.067	-1.048	0.179	-0.162	-0.799	0.172	3.01	-0.187	0.171	-0.208	1.212	0.197	2.988	3.119	0.174	-0.181	1.6	666	86	2.01	No	Facultative
Cetacea	Odontoceti	Delphinidae	Stenella  coeruleoalba	-3.84	-3.84	0.231	2.966	0.063	0.616	0.134	-0.284	0.194	3.04	-0.048	0.363	-0.159	0.178	0.187	3.045	0.153	0.308	-0.083	-0.653	0.198	3.067	-1.048	0.179	-0.162	-0.799	0.172	3.01	-0.187	0.171	-0.208	1.212	0.197	2.988	3.119	0.174	-0.181	1.6	938.5	128.72	2.09	No	Facultative
Cetacea	Odontoceti	Delphinidae	Stenella longirostris	-3.84	-3.84	0.231	2.966	0.063	0.616	0.134	-0.284	0.194	3.04	-0.048	0.363	-0.159	0.178	0.187	3.045	0.153	0.308	-0.083	-0.653	0.198	3.067	-1.048	0.179	-0.162	-0.799	0.172	3.01	-0.187	0.171	-0.208	1.212	0.197	2.988	3.119	0.174	-0.181	1.6	660	66.2	2.43	No	Facultative
Cetacea	Odontoceti	Delphinidae	Grampus griseus	-4.2	-4.2	0.234	2.948	0.061	0.652	0.187	-0.318	0.214	3.009	0.052	0.505	-0.133	-0.209	0.179	2.991	-0.275	0.396	-0.154	0.815	0.175	2.969	0.124	0.388	-0.076	1.032	0.173	2.988	-0.231	0.448	0	-2.111	0.159	2.98	-3.545	0.435	-0.018	0.847	2384.4	319.97	2.65	No	Stable
Cetacea	Odontoceti	Pontoporiidae	Pontoporia blainvillei	-5.3	-5.3	0.244	2.884	0.062	0.663	0.467	-0.271	0.233	2.971	-0.095	0.612	0.098	-0.196	0.252	2.92	-0.775	0.605	0.145	0.738	0.271	2.825	-0.068	0.625	0.213	1.79	0.169	2.825	0.263	0.615	0.31	2.044	0.169	2.81	2.967	0.531	0.37	-0.307	219.6	33.78	1.35	No	Stable
Cetacea	Odontoceti	Monodontidae	Delphinapterus leucas	-6.28	-6.279	0.224	2.741	0.048	0.366	0.936	-0.092	0.22	2.808	-0.033	0.375	0.726	0.349	0.205	2.818	-0.205	0.285	0.821	-0.093	0.231	2.804	-0.311	0.34	0.794	0.257	0.227	2.762	1.337	0.22	0.845	-1.546	0.226	2.762	6.697	0.113	0.791	-0.528	2083	636	1.37	No	Facultative
Cetacea	Odontoceti	Monodontidae	Monodon monoceros	-6.28	-6.279	0.224	2.741	0.048	0.366	0.936	-0.092	0.22	2.808	-0.033	0.375	0.726	0.349	0.205	2.818	-0.205	0.285	0.821	-0.093	0.231	2.804	-0.311	0.34	0.794	0.257	0.227	2.762	1.337	0.22	0.845	-1.546	0.226	2.762	6.697	0.113	0.791	-0.528	2993.7	1578.12	0.99	No	Stable
Cetacea	Odontoceti	Delphinidae	Steno bredanensis	-7.35	-7.347	0.247	2.649	0.089	0.303	1.061	-0.035	0.236	2.832	-0.295	0.453	0.697	0.752	0.202	2.676	-0.616	0.332	1.147	-0.107	0.198	2.608	-1.455	0.321	1.132	0.968	0.224	2.603	-4.214	0.345	1.105	6.851	0.031	2.483	-0.655	0.086	1.293	4.406	1541.9	123.83	3.53	No	Stable
Cetacea	Odontoceti	Phocoenidae	Phocoena phocoena	-8.46	-8.4372	0.282	2.496	0.114	0.285	1.188	-0.047	0.165	2.773	0.05	0.19	1.214	0.089	0.129	2.807	-0.01	0.245	1.247	-0.889	0.138	2.795	1.076	0.252	1.202	-2.368	0.05	2.852	0.203	0.215	1.105	-4.226	0.23	2.833	-0.17	0.455	0.714	0.481	522.7	53.51	2.26	No	Stable
Cetacea	Odontoceti	Phocoenidae	Phocoena spinipinnis	-8.46	-8.4372	0.282	2.496	0.114	0.285	1.188	-0.047	0.165	2.773	0.05	0.19	1.214	0.089	0.129	2.807	-0.01	0.245	1.247	-0.889	0.138	2.795	1.076	0.252	1.202	-2.368	0.05	2.852	0.203	0.215	1.105	-4.226	0.23	2.833	-0.17	0.455	0.714	0.481	597	68.04	2.15	No	Stable
Cetacea	Odontoceti	Phocoenidae	Phocoenoides dalli	-8.46	-8.4372	0.282	2.496	0.114	0.285	1.188	-0.047	0.165	2.773	0.05	0.19	1.214	0.089	0.129	2.807	-0.01	0.245	1.247	-0.889	0.138	2.795	1.076	0.252	1.202	-2.368	0.05	2.852	0.203	0.215	1.105	-4.226	0.23	2.833	-0.17	0.455	0.714	0.481	861.4	85.75	2.61	No	Facultative
Cetacea	Odontoceti	Delphinidae	Lagenorhynchus acutus	-9.39	-9.3898	0.313	2.393	0.142	0.372	1.289	-0.147	0.199	2.7	0.122	0.175	1.064	0	0.208	2.722	0.431	0.179	1.058	-0.078	0.222	2.755	0.478	0.196	1.037	0.969	0.179	2.775	2.813	0.146	1.087	0.52	0.156	2.844	5.355	0.156	1.092	0.334	1100.5	244.22	1.5	No	Stable
Cetacea	Odontoceti	Delphinidae	Orcinus orca	-10.8	-10.7926	0.378	2.209	0.233	0.386	1.405	-0.18	0.234	2.556	-0.09	0.263	1.103	-0.084	0.193	2.508	0.007	0.171	1.049	-0.366	0.232	2.478	0.257	0.214	1.027	-1.015	0.203	2.46	-5.871	0.081	0.945	0.806	0.064	2.295	4.327	0.127	0.94	8.654	5028	1953.2	1.41	No	Stable
Cetacea	Odontoceti	Kogiidae	Kogia breviceps	-11.6	-11.599	0.384	2.126	0.226	0.381	1.461	-0.145	0.23	2.468	0.1	0.268	1.118	-0.161	0.232	2.506	0.528	0.302	1.049	0.641	0.212	2.57	-0.037	0.282	1.131	1.247	0.157	2.566	-0.39	0.22	1.186	2.516	0.172	2.576	0.739	0.269	1.258	0.29	1011.5	302.21	1.17	No	Solitary
Cetacea	Odontoceti	Kogiidae	Kogia simus	-11.6	-11.599	0.384	2.126	0.226	0.381	1.461	-0.145	0.23	2.468	0.1	0.268	1.118	-0.161	0.232	2.506	0.528	0.302	1.049	0.641	0.212	2.57	-0.037	0.282	1.131	1.247	0.157	2.566	-0.39	0.22	1.186	2.516	0.172	2.576	0.739	0.269	1.258	0.29	621.5	167.96	1.13	No	Solitary
Cetacea	Odontoceti	Ziphiidae	Ziphius cavirostris	-11.6	-11.599	0.384	2.126	0.226	0.381	1.461	-0.145	0.23	2.468	0.1	0.268	1.118	-0.161	0.232	2.506	0.528	0.302	1.049	0.641	0.212	2.57	-0.037	0.282	1.131	1.247	0.157	2.566	-0.39	0.22	1.186	2.516	0.172	2.576	0.739	0.269	1.258	0.29	2004	2273	0.5	No	Stable
Cetacea	Odontoceti	Platanistidae	Platanista gangetica	-12.7	-12.7	0.363	2.016	0.168	0.361	1.528	-0.026	0.241	2.296	0.269	0.392	1.438	-0.875	0.233	2.397	0.548	0.324	1.196	-0.65	0.259	2.446	0.596	0.347	1.121	0.34	0.281	2.496	-1.994	0.326	1.13	-1.475	0.337	2.42	1.086	0.363	1.087	-1.475	298.9	61.99	1.16	No	Solitary
Cetacea	Odontoceti	Kogiidae	new species	-16	-16	0.269	1.863	-0.098	0.432	1.197	0.201	0.243	1.687	0.14	0.311	1.539	0.544	0.234	1.73	0.933	0.313	1.666	1.415	0.172	1.849	-0.432	0.259	1.865	-0.08	0.163	1.859	-1.695	0.256	1.859	-0.341	0.199	1.81	-0.059	0.315	1.854	3.935	2348.4	506.74	1.84	Yes	N/A
Cetacea	Odontoceti	Physeteridae	Physeter  macrocephalus	-16	-16	0.269	1.863	-0.098	0.432	1.197	0.201	0.243	1.687	0.14	0.311	1.539	0.544	0.234	1.73	0.933	0.313	1.666	1.415	0.172	1.849	-0.432	0.259	1.865	-0.08	0.163	1.859	-1.695	0.256	1.859	-0.341	0.199	1.81	-0.059	0.315	1.854	3.935	7999.4	35632.15	0.25	No	Stable
Cetacea	Odontoceti	Ziphiidae	Mesoplodon  densirostris	-16	-16	0.269	1.863	-0.098	0.432	1.197	0.201	0.243	1.687	0.14	0.311	1.539	0.544	0.234	1.73	0.933	0.313	1.666	1.415	0.172	1.849	-0.432	0.259	1.865	-0.08	0.163	1.859	-1.695	0.256	1.859	-0.341	0.199	1.81	-0.059	0.315	1.854	3.935	1457	763.33	0.84	No	Stable
Cetacea	Odontoceti	Ziphiidae	Mesoplodon europaeus	-16	-16	0.269	1.863	-0.098	0.432	1.197	0.201	0.243	1.687	0.14	0.311	1.539	0.544	0.234	1.73	0.933	0.313	1.666	1.415	0.172	1.849	-0.432	0.259	1.865	-0.08	0.163	1.859	-1.695	0.256	1.859	-0.341	0.199	1.81	-0.059	0.315	1.854	3.935	2146.7	711.66	1.3	No	Stable
Cetacea	Odontoceti	Ziphiidae	Mesoplodon mirus	-16	-16	0.269	1.863	-0.098	0.432	1.197	0.201	0.243	1.687	0.14	0.311	1.539	0.544	0.234	1.73	0.933	0.313	1.666	1.415	0.172	1.849	-0.432	0.259	1.865	-0.08	0.163	1.859	-1.695	0.256	1.859	-0.341	0.199	1.81	-0.059	0.315	1.854	3.935	2354.7	925.08	1.17	No	Stable
Cetacea	Odontoceti	indet.	incertae sedis 1	-17	-16.99	0.224	1.984	-0.04	0.328	0.967	0.071	0.244	1.922	-0.214	0.299	1.173	0.513	0.258	1.84	-0.187	0.295	1.309	1.502	0.226	1.842	0.143	0.299	1.431	3.171	0.214	1.853	-0.486	0.334	1.597	3.195	0.297	1.883	-18.698	0.272	1.675	16.584	302.4	78.08	0.98	Yes	N/A
Cetacea	Odontoceti	Physeteridae	Orycterocetus  crocodilinus	-20.4	-20.3853	0.325	1.821	0.112	0.324	0.964	0.124	0.266	2.071	0.271	0.232	0.867	-0.252	0.245	2.149	0.585	0.258	0.798	-0.083	0.135	2.18	1.064	0.24	0.813	-0.639	0.117	2.202	1.949	0.212	0.78	-0.005	0.064	2.285	-2.018	0.099	0.68	3.139	2188.9	422.57	1.97	Yes	N/A
Cetacea	Odontoceti	Platanistidae	Pomatodelphis sp	-20.4	-20.3853	0.325	1.821	0.112	0.324	0.964	0.124	0.266	2.071	0.271	0.232	0.867	-0.252	0.245	2.149	0.585	0.258	0.798	-0.083	0.135	2.18	1.064	0.24	0.813	-0.639	0.117	2.202	1.949	0.212	0.78	-0.005	0.064	2.285	-2.018	0.099	0.68	3.139	365.3	175.57	0.64	Yes	N/A
Cetacea	Odontoceti	Platanistidae	indet	-20.6	-20.5975	0.324	1.817	0.094	0.333	0.941	0.157	0.281	2.035	0.145	0.235	0.912	-0.378	0.266	2.093	0.402	0.24	0.818	-0.821	0.324	2.103	1.902	0.279	0.764	-0.859	0.357	2.313	-0.029	0.089	0.67	-1.726	0.389	2.445	-9.338	0.028	0.62	-0.679	486.5	57.77	1.99	Yes	N/A
Cetacea	Odontoceti	Eurhinodelphidae	Eurhinodelphis bossi	-23	-22.9971	0.481	1.985	-0.196	0.329	0.866	0.16	0.297	2.007	-0.273	0.248	1.211	0.133	0.239	1.901	0.02	0.239	1.26	-0.066	0.215	1.923	-0.621	0.285	1.223	1.708	0.228	1.89	4.267	0.27	1.338	2.371	0.141	2.059	-7.316	0.168	1.381	-1.239	770.82	105.23	2	Yes	N/A
Cetacea	Odontoceti	Eurhinodelphidae	Eurhinodelphis cristatus	-23	-22.9971	0.481	1.985	-0.196	0.329	0.866	0.16	0.297	2.007	-0.273	0.248	1.211	0.133	0.239	1.901	0.02	0.239	1.26	-0.066	0.215	1.923	-0.621	0.285	1.223	1.708	0.228	1.89	4.267	0.27	1.338	2.371	0.141	2.059	-7.316	0.168	1.381	-1.239	792.66	132.62	1.72	Yes	N/A
Cetacea	Odontoceti	Eurhinodelphidae	Eurhinodelphis indet	-23	-22.9971	0.481	1.985	-0.196	0.329	0.866	0.16	0.297	2.007	-0.273	0.248	1.211	0.133	0.239	1.901	0.02	0.239	1.26	-0.066	0.215	1.923	-0.621	0.285	1.223	1.708	0.228	1.89	4.267	0.27	1.338	2.371	0.141	2.059	-7.316	0.168	1.381	-1.239	518.79	80.87	1.64	Yes	N/A
Cetacea	Odontoceti	Kentriodontidae	Kentriodon pernix	-23	-22.9971	0.481	1.985	-0.196	0.329	0.866	0.16	0.297	2.007	-0.273	0.248	1.211	0.133	0.239	1.901	0.02	0.239	1.26	-0.066	0.215	1.923	-0.621	0.285	1.223	1.708	0.228	1.89	4.267	0.27	1.338	2.371	0.141	2.059	-7.316	0.168	1.381	-1.239	362.35	31.55	2.34	Yes	N/A
Cetacea	Odontoceti	Platanistidae	Allodelphis pratti	-23	-22.9971	0.481	1.985	-0.196	0.329	0.866	0.16	0.297	2.007	-0.273	0.248	1.211	0.133	0.239	1.901	0.02	0.239	1.26	-0.066	0.215	1.923	-0.621	0.285	1.223	1.708	0.228	1.89	4.267	0.27	1.338	2.371	0.141	2.059	-7.316	0.168	1.381	-1.239	854.8	170.82	1.53	Yes	N/A
Cetacea	Odontoceti	Ziphiidae	Squaloziphius emlongi	-23	-22.9971	0.481	1.985	-0.196	0.329	0.866	0.16	0.297	2.007	-0.273	0.248	1.211	0.133	0.239	1.901	0.02	0.239	1.26	-0.066	0.215	1.923	-0.621	0.285	1.223	1.708	0.228	1.89	4.267	0.27	1.338	2.371	0.141	2.059	-7.316	0.168	1.381	-1.239	706.9	164.2	1.31	Yes	N/A
Cetacea	Odontoceti	Eosqualodontidae	new species	-27	-26.996	0.259	2.59	0.052	0.291	0.798	-0.121	0.318	2.754	-0.134	0.207	0.563	0.119	0.343	2.735	0.114	0.229	0.614	0.392	0.41	2.75	-1.659	0.257	0.667	-0.82	0.41	2.75	-1.659	0.257	0.667	-0.82	0.427	2.613	15.315	0.345	0.723	-11.177	425.5	50.12	1.94	Yes	N/A
Cetacea	Odontoceti	indet.	incertae sedis 2	-27	-26.996	0.259	2.59	0.052	0.291	0.798	-0.121	0.318	2.754	-0.134	0.207	0.563	0.119	0.343	2.735	0.114	0.229	0.614	0.392	0.41	2.75	-1.659	0.257	0.667	-0.82	0.41	2.75	-1.659	0.257	0.667	-0.82	0.427	2.613	15.315	0.345	0.723	-11.177	507.5	54.81	2.16	Yes	N/A
Cetacea	Odontoceti	indet.	incertae sedis 3	-27	-26.996	0.259	2.59	0.052	0.291	0.798	-0.121	0.318	2.754	-0.134	0.207	0.563	0.119	0.343	2.735	0.114	0.229	0.614	0.392	0.41	2.75	-1.659	0.257	0.667	-0.82	0.41	2.75	-1.659	0.257	0.667	-0.82	0.427	2.613	15.315	0.345	0.723	-11.177	256.7	78.08	0.83	Yes	N/A
