Order	Suborder	Family	Species	MYA	Actual MYA	5Mya_SD_oxy	5Mya_M_oxy	5Mya_slope_oxy	5Mya_SD_carbon	5Mya_M_carbon	5Mya_slope_carbon	1Mya_SD_oxy	1Mya_M_oxy	1Mya_slope_oxy	1Mya_SD_carbon	1Mya_M_carbon	1Mya_slope_carbon	400k_SD_oxy	400k_M_oxy	400k_slope_oxy	400k_SD_carbon	400k_M_carbon	400k_slope_carbon	200K_SD_oxy	200K_M_oxy	200K_slope_oxy	200K_SD_carbon	200K_M_carbon	200K_slope_carbon	100k_SD_oxy	100k_M_oxy	100k_slope_oxy	100k_SD_carbon	100k_M_carbon	100k_slope_carbon	40k_SD_oxy	40k_M_oxy	40k_slope_oxy	40k_SD_carbon	40k_M_carbon	40k_slope_carbon	CC	Fossil
Cetacea	Odontoceti	Delphinidae	Sotalia fluviatilis	-1.99	-1.99	0.354	3.174	0.178	0.548	0.028	-0.072	0.305	3.557	0.4	0.54	-0.001	-0.099	0.268	3.648	0.511	0.567	-0.038	-0.003	0.279	3.717	-0.476	0.597	-0.043	1.3	0.286	3.731	-4.143	0.593	-0.016	6.644	0.235	3.59	8.367	0.614	0.244	-6.998	688	No
Cetacea	Odontoceti	Delphinidae	Cephalorhynchus  heavisidii	-3.2	-3.2	0.239	2.999	0.076	0.574	0.081	-0.198	0.222	3.098	0.149	0.34	-0.074	0.187	0.237	3.135	0.351	0.397	-0.028	1.543	0.268	3.21	-2.3	0.453	0.095	5.102	0.245	3.077	-3.204	0.41	0.333	6.835	0.225	2.989	-5.365	0.409	0.543	10.795	763	No
Cetacea	Odontoceti	Delphinidae	Pseudorca crassidens	-3.69	-3.69	0.23	2.969	0.062	0.606	0.122	-0.269	0.186	3.03	0.004	0.349	-0.154	0.188	0.189	3.064	-0.394	0.208	-0.129	-0.27	0.187	3.027	-0.102	0.193	-0.151	0.845	0.209	3.017	-0.296	0.194	-0.112	0.195	0.16	3.028	-4.338	0.242	-0.143	7.134	3512	No
Cetacea	Odontoceti	Delphinidae	Stenella clymene	-3.84	-3.84	0.231	2.966	0.063	0.616	0.134	-0.284	0.194	3.04	-0.048	0.363	-0.159	0.178	0.187	3.045	0.153	0.308	-0.083	-0.653	0.198	3.067	-1.048	0.179	-0.162	-0.799	0.172	3.01	-0.187	0.171	-0.208	1.212	0.197	2.988	3.119	0.174	-0.181	1.6	666	No
Cetacea	Odontoceti	Delphinidae	Stenella  coeruleoalba	-3.84	-3.84	0.231	2.966	0.063	0.616	0.134	-0.284	0.194	3.04	-0.048	0.363	-0.159	0.178	0.187	3.045	0.153	0.308	-0.083	-0.653	0.198	3.067	-1.048	0.179	-0.162	-0.799	0.172	3.01	-0.187	0.171	-0.208	1.212	0.197	2.988	3.119	0.174	-0.181	1.6	938.5	No
Cetacea	Odontoceti	Delphinidae	Stenella longirostris	-3.84	-3.84	0.231	2.966	0.063	0.616	0.134	-0.284	0.194	3.04	-0.048	0.363	-0.159	0.178	0.187	3.045	0.153	0.308	-0.083	-0.653	0.198	3.067	-1.048	0.179	-0.162	-0.799	0.172	3.01	-0.187	0.171	-0.208	1.212	0.197	2.988	3.119	0.174	-0.181	1.6	660	No
Cetacea	Odontoceti	Delphinidae	Grampus griseus	-4.2	-4.2	0.234	2.948	0.061	0.652	0.187	-0.318	0.214	3.009	0.052	0.505	-0.133	-0.209	0.179	2.991	-0.275	0.396	-0.154	0.815	0.175	2.969	0.124	0.388	-0.076	1.032	0.173	2.988	-0.231	0.448	0	-2.111	0.159	2.98	-3.545	0.435	-0.018	0.847	2384.4	No
Cetacea	Odontoceti	Pontoporiidae	Pontoporia blainvillei	-5.3	-5.3	0.244	2.884	0.062	0.663	0.467	-0.271	0.233	2.971	-0.095	0.612	0.098	-0.196	0.252	2.92	-0.775	0.605	0.145	0.738	0.271	2.825	-0.068	0.625	0.213	1.79	0.169	2.825	0.263	0.615	0.31	2.044	0.169	2.81	2.967	0.531	0.37	-0.307	219.6	No
Cetacea	Odontoceti	Monodontidae	Delphinapterus leucas	-6.28	-6.279	0.224	2.741	0.048	0.366	0.936	-0.092	0.22	2.808	-0.033	0.375	0.726	0.349	0.205	2.818	-0.205	0.285	0.821	-0.093	0.231	2.804	-0.311	0.34	0.794	0.257	0.227	2.762	1.337	0.22	0.845	-1.546	0.226	2.762	6.697	0.113	0.791	-0.528	2083	No
Cetacea	Odontoceti	Monodontidae	Monodon monoceros	-6.28	-6.279	0.224	2.741	0.048	0.366	0.936	-0.092	0.22	2.808	-0.033	0.375	0.726	0.349	0.205	2.818	-0.205	0.285	0.821	-0.093	0.231	2.804	-0.311	0.34	0.794	0.257	0.227	2.762	1.337	0.22	0.845	-1.546	0.226	2.762	6.697	0.113	0.791	-0.528	2993.7	No
Cetacea	Odontoceti	Delphinidae	Steno bredanensis	-7.35	-7.347	0.247	2.649	0.089	0.303	1.061	-0.035	0.236	2.832	-0.295	0.453	0.697	0.752	0.202	2.676	-0.616	0.332	1.147	-0.107	0.198	2.608	-1.455	0.321	1.132	0.968	0.224	2.603	-4.214	0.345	1.105	6.851	0.031	2.483	-0.655	0.086	1.293	4.406	1541.9	No
Cetacea	Odontoceti	Phocoenidae	Phocoena phocoena	-8.46	-8.4372	0.282	2.496	0.114	0.285	1.188	-0.047	0.165	2.773	0.05	0.19	1.214	0.089	0.129	2.807	-0.01	0.245	1.247	-0.889	0.138	2.795	1.076	0.252	1.202	-2.368	0.05	2.852	0.203	0.215	1.105	-4.226	0.23	2.833	-0.17	0.455	0.714	0.481	522.7	No
Cetacea	Odontoceti	Phocoenidae	Phocoena spinipinnis	-8.46	-8.4372	0.282	2.496	0.114	0.285	1.188	-0.047	0.165	2.773	0.05	0.19	1.214	0.089	0.129	2.807	-0.01	0.245	1.247	-0.889	0.138	2.795	1.076	0.252	1.202	-2.368	0.05	2.852	0.203	0.215	1.105	-4.226	0.23	2.833	-0.17	0.455	0.714	0.481	597	No
Cetacea	Odontoceti	Phocoenidae	Phocoenoides dalli	-8.46	-8.4372	0.282	2.496	0.114	0.285	1.188	-0.047	0.165	2.773	0.05	0.19	1.214	0.089	0.129	2.807	-0.01	0.245	1.247	-0.889	0.138	2.795	1.076	0.252	1.202	-2.368	0.05	2.852	0.203	0.215	1.105	-4.226	0.23	2.833	-0.17	0.455	0.714	0.481	861.4	No
Cetacea	Odontoceti	Delphinidae	Lagenorhynchus acutus	-9.39	-9.3898	0.313	2.393	0.142	0.372	1.289	-0.147	0.199	2.7	0.122	0.175	1.064	0	0.208	2.722	0.431	0.179	1.058	-0.078	0.222	2.755	0.478	0.196	1.037	0.969	0.179	2.775	2.813	0.146	1.087	0.52	0.156	2.844	5.355	0.156	1.092	0.334	1100.5	No
Cetacea	Odontoceti	Delphinidae	Orcinus orca	-10.8	-10.7926	0.378	2.209	0.233	0.386	1.405	-0.18	0.234	2.556	-0.09	0.263	1.103	-0.084	0.193	2.508	0.007	0.171	1.049	-0.366	0.232	2.478	0.257	0.214	1.027	-1.015	0.203	2.46	-5.871	0.081	0.945	0.806	0.064	2.295	4.327	0.127	0.94	8.654	5028	No
Cetacea	Odontoceti	Kogiidae	Kogia breviceps	-11.6	-11.599	0.384	2.126	0.226	0.381	1.461	-0.145	0.23	2.468	0.1	0.268	1.118	-0.161	0.232	2.506	0.528	0.302	1.049	0.641	0.212	2.57	-0.037	0.282	1.131	1.247	0.157	2.566	-0.39	0.22	1.186	2.516	0.172	2.576	0.739	0.269	1.258	0.29	1011.5	No
Cetacea	Odontoceti	Kogiidae	Kogia simus	-11.6	-11.599	0.384	2.126	0.226	0.381	1.461	-0.145	0.23	2.468	0.1	0.268	1.118	-0.161	0.232	2.506	0.528	0.302	1.049	0.641	0.212	2.57	-0.037	0.282	1.131	1.247	0.157	2.566	-0.39	0.22	1.186	2.516	0.172	2.576	0.739	0.269	1.258	0.29	621.5	No
Cetacea	Odontoceti	Ziphiidae	Ziphius cavirostris	-11.6	-11.599	0.384	2.126	0.226	0.381	1.461	-0.145	0.23	2.468	0.1	0.268	1.118	-0.161	0.232	2.506	0.528	0.302	1.049	0.641	0.212	2.57	-0.037	0.282	1.131	1.247	0.157	2.566	-0.39	0.22	1.186	2.516	0.172	2.576	0.739	0.269	1.258	0.29	2004	No
Cetacea	Odontoceti	Platanistidae	Platanista gangetica	-12.7	-12.7	0.363	2.016	0.168	0.361	1.528	-0.026	0.241	2.296	0.269	0.392	1.438	-0.875	0.233	2.397	0.548	0.324	1.196	-0.65	0.259	2.446	0.596	0.347	1.121	0.34	0.281	2.496	-1.994	0.326	1.13	-1.475	0.337	2.42	1.086	0.363	1.087	-1.475	298.9	No
Cetacea	Odontoceti	Kogiidae	new species	-16	-16	0.269	1.863	-0.098	0.432	1.197	0.201	0.243	1.687	0.14	0.311	1.539	0.544	0.234	1.73	0.933	0.313	1.666	1.415	0.172	1.849	-0.432	0.259	1.865	-0.08	0.163	1.859	-1.695	0.256	1.859	-0.341	0.199	1.81	-0.059	0.315	1.854	3.935	2348.4	Yes
Cetacea	Odontoceti	Physeteridae	Physeter  macrocephalus	-16	-16	0.269	1.863	-0.098	0.432	1.197	0.201	0.243	1.687	0.14	0.311	1.539	0.544	0.234	1.73	0.933	0.313	1.666	1.415	0.172	1.849	-0.432	0.259	1.865	-0.08	0.163	1.859	-1.695	0.256	1.859	-0.341	0.199	1.81	-0.059	0.315	1.854	3.935	7999.4	No
Cetacea	Odontoceti	Ziphiidae	Mesoplodon  densirostris	-16	-16	0.269	1.863	-0.098	0.432	1.197	0.201	0.243	1.687	0.14	0.311	1.539	0.544	0.234	1.73	0.933	0.313	1.666	1.415	0.172	1.849	-0.432	0.259	1.865	-0.08	0.163	1.859	-1.695	0.256	1.859	-0.341	0.199	1.81	-0.059	0.315	1.854	3.935	1457	No
Cetacea	Odontoceti	Ziphiidae	Mesoplodon europaeus	-16	-16	0.269	1.863	-0.098	0.432	1.197	0.201	0.243	1.687	0.14	0.311	1.539	0.544	0.234	1.73	0.933	0.313	1.666	1.415	0.172	1.849	-0.432	0.259	1.865	-0.08	0.163	1.859	-1.695	0.256	1.859	-0.341	0.199	1.81	-0.059	0.315	1.854	3.935	2146.7	No
Cetacea	Odontoceti	Ziphiidae	Mesoplodon mirus	-16	-16	0.269	1.863	-0.098	0.432	1.197	0.201	0.243	1.687	0.14	0.311	1.539	0.544	0.234	1.73	0.933	0.313	1.666	1.415	0.172	1.849	-0.432	0.259	1.865	-0.08	0.163	1.859	-1.695	0.256	1.859	-0.341	0.199	1.81	-0.059	0.315	1.854	3.935	2354.7	No
Cetacea	Odontoceti	indet.	incertae sedis 1	-17	-16.99	0.224	1.984	-0.04	0.328	0.967	0.071	0.244	1.922	-0.214	0.299	1.173	0.513	0.258	1.84	-0.187	0.295	1.309	1.502	0.226	1.842	0.143	0.299	1.431	3.171	0.214	1.853	-0.486	0.334	1.597	3.195	0.297	1.883	-18.698	0.272	1.675	16.584	302.4	Yes
Cetacea	Odontoceti	Physeteridae	Orycterocetus  crocodilinus	-20.4	-20.3853	0.325	1.821	0.112	0.324	0.964	0.124	0.266	2.071	0.271	0.232	0.867	-0.252	0.245	2.149	0.585	0.258	0.798	-0.083	0.135	2.18	1.064	0.24	0.813	-0.639	0.117	2.202	1.949	0.212	0.78	-0.005	0.064	2.285	-2.018	0.099	0.68	3.139	2188.9	Yes
Cetacea	Odontoceti	Platanistidae	Pomatodelphis sp	-20.4	-20.3853	0.325	1.821	0.112	0.324	0.964	0.124	0.266	2.071	0.271	0.232	0.867	-0.252	0.245	2.149	0.585	0.258	0.798	-0.083	0.135	2.18	1.064	0.24	0.813	-0.639	0.117	2.202	1.949	0.212	0.78	-0.005	0.064	2.285	-2.018	0.099	0.68	3.139	365.3	Yes
Cetacea	Odontoceti	Platanistidae	indet	-20.6	-20.5975	0.324	1.817	0.094	0.333	0.941	0.157	0.281	2.035	0.145	0.235	0.912	-0.378	0.266	2.093	0.402	0.24	0.818	-0.821	0.324	2.103	1.902	0.279	0.764	-0.859	0.357	2.313	-0.029	0.089	0.67	-1.726	0.389	2.445	-9.338	0.028	0.62	-0.679	486.5	Yes
Cetacea	Odontoceti	Eurhinodelphidae	Eurhinodelphis bossi	-23	-22.9971	0.481	1.985	-0.196	0.329	0.866	0.16	0.297	2.007	-0.273	0.248	1.211	0.133	0.239	1.901	0.02	0.239	1.26	-0.066	0.215	1.923	-0.621	0.285	1.223	1.708	0.228	1.89	4.267	0.27	1.338	2.371	0.141	2.059	-7.316	0.168	1.381	-1.239	770.82	Yes
Cetacea	Odontoceti	Eurhinodelphidae	Eurhinodelphis cristatus	-23	-22.9971	0.481	1.985	-0.196	0.329	0.866	0.16	0.297	2.007	-0.273	0.248	1.211	0.133	0.239	1.901	0.02	0.239	1.26	-0.066	0.215	1.923	-0.621	0.285	1.223	1.708	0.228	1.89	4.267	0.27	1.338	2.371	0.141	2.059	-7.316	0.168	1.381	-1.239	792.66	Yes
Cetacea	Odontoceti	Eurhinodelphidae	Eurhinodelphis indet	-23	-22.9971	0.481	1.985	-0.196	0.329	0.866	0.16	0.297	2.007	-0.273	0.248	1.211	0.133	0.239	1.901	0.02	0.239	1.26	-0.066	0.215	1.923	-0.621	0.285	1.223	1.708	0.228	1.89	4.267	0.27	1.338	2.371	0.141	2.059	-7.316	0.168	1.381	-1.239	518.79	Yes
Cetacea	Odontoceti	Kentriodontidae	Kentriodon pernix	-23	-22.9971	0.481	1.985	-0.196	0.329	0.866	0.16	0.297	2.007	-0.273	0.248	1.211	0.133	0.239	1.901	0.02	0.239	1.26	-0.066	0.215	1.923	-0.621	0.285	1.223	1.708	0.228	1.89	4.267	0.27	1.338	2.371	0.141	2.059	-7.316	0.168	1.381	-1.239	362.35	Yes
Cetacea	Odontoceti	Platanistidae	Allodelphis pratti	-23	-22.9971	0.481	1.985	-0.196	0.329	0.866	0.16	0.297	2.007	-0.273	0.248	1.211	0.133	0.239	1.901	0.02	0.239	1.26	-0.066	0.215	1.923	-0.621	0.285	1.223	1.708	0.228	1.89	4.267	0.27	1.338	2.371	0.141	2.059	-7.316	0.168	1.381	-1.239	854.8	Yes
Cetacea	Odontoceti	Ziphiidae	Squaloziphius emlongi	-23	-22.9971	0.481	1.985	-0.196	0.329	0.866	0.16	0.297	2.007	-0.273	0.248	1.211	0.133	0.239	1.901	0.02	0.239	1.26	-0.066	0.215	1.923	-0.621	0.285	1.223	1.708	0.228	1.89	4.267	0.27	1.338	2.371	0.141	2.059	-7.316	0.168	1.381	-1.239	706.9	Yes
Cetacea	Odontoceti	Eosqualodontidae	new species	-27	-26.996	0.259	2.59	0.052	0.291	0.798	-0.121	0.318	2.754	-0.134	0.207	0.563	0.119	0.343	2.735	0.114	0.229	0.614	0.392	0.41	2.75	-1.659	0.257	0.667	-0.82	0.41	2.75	-1.659	0.257	0.667	-0.82	0.427	2.613	15.315	0.345	0.723	-11.177	425.5	Yes
Cetacea	Odontoceti	indet.	incertae sedis 2	-27	-26.996	0.259	2.59	0.052	0.291	0.798	-0.121	0.318	2.754	-0.134	0.207	0.563	0.119	0.343	2.735	0.114	0.229	0.614	0.392	0.41	2.75	-1.659	0.257	0.667	-0.82	0.41	2.75	-1.659	0.257	0.667	-0.82	0.427	2.613	15.315	0.345	0.723	-11.177	507.5	Yes
Cetacea	Odontoceti	indet.	incertae sedis 3	-27	-26.996	0.259	2.59	0.052	0.291	0.798	-0.121	0.318	2.754	-0.134	0.207	0.563	0.119	0.343	2.735	0.114	0.229	0.614	0.392	0.41	2.75	-1.659	0.257	0.667	-0.82	0.41	2.75	-1.659	0.257	0.667	-0.82	0.427	2.613	15.315	0.345	0.723	-11.177	256.7	Yes
Cetacea	Odontoceti	Patriocetidae	new species	-28	-27.99	0.253	2.579	0.023	0.287	0.883	-0.134	0.367	2.643	-0.068	0.305	0.598	0.122	0.401	2.705	-0.023	0.271	0.571	-0.115	0.36	2.671	-0.797	0.087	0.502	1.15	0.46	2.588	-4.365	0.037	0.573	-0.285	0.411	2.43	23.99	0.045	0.573	-1.508	857.1	Yes
Cetacea	Odontoceti	Eurhinodelphidae	Schizodelphis  longirostris	-28.4	-28.3995	0.256	2.61	-0.024	0.321	0.965	-0.173	0.316	2.625	-0.216	0.309	0.54	0.409	0.371	2.557	-0.868	0.347	0.66	0.738	0.405	2.474	-0.351	0.425	0.766	-0.53	0.408	2.444	-1.745	0.458	0.658	1.506	0.546	2.357	51.69	0.635	0.797	-99.252	442.81	Yes
Cetacea	Odontoceti	Simocetidae	Simocetus rayi	-33.9	-33.9	0.193	1.744	0.053	0.267	0.932	0.082	0.17	1.775	0.108	0.227	1.02	-0.361	0.21	1.802	-0.081	0.205	0.902	-0.739	0.191	1.776	0.037	0.23	0.823	-1.654	0.17	1.784	0.242	0.249	0.745	-2.427	0.237	1.778	3.365	0.213	0.717	-3.486	530.6	Yes
Cetacea	Odontoceti	Squalodontidae	Squalodon calvertensis	-33.9	-33.9	0.193	1.744	0.053	0.267	0.932	0.082	0.17	1.775	0.108	0.227	1.02	-0.361	0.21	1.802	-0.081	0.205	0.902	-0.739	0.191	1.776	0.037	0.23	0.823	-1.654	0.17	1.784	0.242	0.249	0.745	-2.427	0.237	1.778	3.365	0.213	0.717	-3.486	623.91	Yes
Cetacea	Odontoceti	Xenorophidae	Xenorophus sp.	-33.9	-33.9	0.193	1.744	0.053	0.267	0.932	0.082	0.17	1.775	0.108	0.227	1.02	-0.361	0.21	1.802	-0.081	0.205	0.902	-0.739	0.191	1.776	0.037	0.23	0.823	-1.654	0.17	1.784	0.242	0.249	0.745	-2.427	0.237	1.778	3.365	0.213	0.717	-3.486	861.4	Yes
Cetacea	Archaeoceti	Basilosauridae	Saghacetus osiris	-37.2	-37.1961	0.29	1.304	0.147	0.315	0.847	-0.053	0.148	1.565	0.017	0.27	0.693	0.237	0.155	1.602	-1.231	0.265	0.733	-1.692	0.17	1.46	-1.13	0.53	0.725	-3.531	0.17	1.46	-1.13	0.53	0.725	-3.531	0.17	1.46	-1.13	0.53	0.725	-3.531	388	Yes
Cetacea	Odontoceti	Eurhinodelphidae	new species	-38	-37.986	0.306	1.229	0.13	0.339	0.841	-0.023	0.126	1.49	0.099	0.297	0.674	-0.206	0.126	1.5	0.4	0.303	0.629	-0.595	0.123	1.535	-0.077	0.301	0.561	0.418	0.099	1.542	-0.679	0.16	0.568	-0.429	0.121	1.507	6.278	0.196	0.513	14.574	323	Yes
Cetacea	Archaeoceti	Basilosauridae	Basilosaurus cetoides	-40.4	-40.36	0.293	1.002	0.044	0.362	0.816	0.065	0.201	1.152	0.267	0.29	1.102	-0.008	0.189	1.258	-0.423	0.398	1.046	1.162	0.213	1.182	-0.104	0.177	1.186	1.772	0.318	1.095	8.588	0.028	1.31	0.763	0.318	1.095	8.588	0.028	1.31	0.763	1271.4	Yes
Cetacea	Archaeoceti	Basilosauridae	Dorudon atrox	-40.4	-40.36	0.293	1.002	0.044	0.362	0.816	0.065	0.201	1.152	0.267	0.29	1.102	-0.008	0.189	1.258	-0.423	0.398	1.046	1.162	0.213	1.182	-0.104	0.177	1.186	1.772	0.318	1.095	8.588	0.028	1.31	0.763	0.318	1.095	8.588	0.028	1.31	0.763	1185.4	Yes
Cetacea	Archaeoceti	Basilosauridae	Zygorhiza kochii	-40.4	-40.36	0.293	1.002	0.044	0.362	0.816	0.065	0.201	1.152	0.267	0.29	1.102	-0.008	0.189	1.258	-0.423	0.398	1.046	1.162	0.213	1.182	-0.104	0.177	1.186	1.772	0.318	1.095	8.588	0.028	1.31	0.763	0.318	1.095	8.588	0.028	1.31	0.763	800.8	Yes
Cetacea	Archaeoceti	Protocetidae	Rodhocetus kasrani	-48.6	-48.576	0.279	-0.003	-0.005	0.48	0.479	0.206	0.249	0.085	-0.233	0.292	1.005	-0.279	0.226	0.048	-0.373	0.271	0.933	0.296	0.248	0.02	-1.597	0.241	0.958	-1.2	0.226	-0.07	-0.895	0.268	0.907	-3.249	0.262	0.005	-7.839	0.361	0.955	-10.805	291	Yes
Cetacea	Archaeoceti	Remingtonocetidae	Dalanistes ahmedi	-48.6	-48.576	0.279	-0.003	-0.005	0.48	0.479	0.206	0.249	0.085	-0.233	0.292	1.005	-0.279	0.226	0.048	-0.373	0.271	0.933	0.296	0.248	0.02	-1.597	0.241	0.958	-1.2	0.226	-0.07	-0.895	0.268	0.907	-3.249	0.262	0.005	-7.839	0.361	0.955	-10.805	400	Yes
Insectivore	Afrosoricida	Chrysochloridae	Chlorotalpa sp.	-5.3	-5.3	0.244	2.884	0.062	0.663	0.467	-0.271	0.233	2.971	-0.095	0.612	0.098	-0.196	0.252	2.92	-0.775	0.605	0.145	0.738	0.271	2.825	-0.068	0.625	0.213	1.79	0.169	2.825	0.263	0.615	0.31	2.044	0.169	2.81	2.967	0.531	0.37	-0.307	1.29	No
Insectivore	Afrosoricida	Chrysochloridae	Chrysochloris sp.	-5.3	-5.3	0.244	2.884	0.062	0.663	0.467	-0.271	0.233	2.971	-0.095	0.612	0.098	-0.196	0.252	2.92	-0.775	0.605	0.145	0.738	0.271	2.825	-0.068	0.625	0.213	1.79	0.169	2.825	0.263	0.615	0.31	2.044	0.169	2.81	2.967	0.531	0.37	-0.307	1.13	No
Insectivore	Scandentia	Tupaiidae	Tupaia javanica	-9.7	-9.695	0.335	2.322	0.178	0.389	1.343	-0.191	0.178	2.639	0.033	0.171	1.068	0.151	0.165	2.649	-0.214	0.164	1.112	0.096	0.175	2.637	-0.512	0.154	1.111	0.439	0.167	2.633	-4.982	0.171	1.123	2.887	0.129	2.554	0.639	0.188	1.165	-0.23	3.15	No
Insectivore	Erinaceomorpha	Erinaceidae	Atelerix sp.	-11.1	-11.1	0.379	2.185	0.226	0.389	1.433	-0.179	0.249	2.52	0.159	0.284	1.083	0.159	0.266	2.575	-0.721	0.3	1.112	0.517	0.221	2.506	0.012	0.205	1.162	-0.638	0.174	2.478	0.01	0.166	1.102	1.338	0.166	2.455	5.684	0.194	1.137	-0.218	5	No
Insectivore	Erinaceomorpha	Erinaceidae	Hemiechinus sp.	-11.1	-11.1	0.379	2.185	0.226	0.389	1.433	-0.179	0.249	2.52	0.159	0.284	1.083	0.159	0.266	2.575	-0.721	0.3	1.112	0.517	0.221	2.506	0.012	0.205	1.162	-0.638	0.174	2.478	0.01	0.166	1.102	1.338	0.166	2.455	5.684	0.194	1.137	-0.218	3.09	No
Insectivore	Afrosoricida	Tenrecidae	Echinops telfairi	-15	-15	0.256	1.804	-0.077	0.428	1.359	0.215	0.235	1.741	-0.105	0.288	1.611	-0.335	0.22	1.719	-0.14	0.237	1.5	0.673	0.211	1.706	-1.195	0.244	1.549	1.285	0.172	1.678	-0.241	0.257	1.563	2.997	0.205	1.691	-13.212	0.212	1.671	-5.47	0.52	No
Insectivore	Afrosoricida	Tenrecidae	Hemicentetes sp.	-15	-15	0.256	1.804	-0.077	0.428	1.359	0.215	0.235	1.741	-0.105	0.288	1.611	-0.335	0.22	1.719	-0.14	0.237	1.5	0.673	0.211	1.706	-1.195	0.244	1.549	1.285	0.172	1.678	-0.241	0.257	1.563	2.997	0.205	1.691	-13.212	0.212	1.671	-5.47	0.73	No
Insectivore	Afrosoricida	Tenrecidae	Setifer setosus	-15	-15	0.256	1.804	-0.077	0.428	1.359	0.215	0.235	1.741	-0.105	0.288	1.611	-0.335	0.22	1.719	-0.14	0.237	1.5	0.673	0.211	1.706	-1.195	0.244	1.549	1.285	0.172	1.678	-0.241	0.257	1.563	2.997	0.205	1.691	-13.212	0.212	1.671	-5.47	1.34	No
Insectivore	Afrosoricida	Tenrecidae	Tenrec ecaudatus	-15	-15	0.256	1.804	-0.077	0.428	1.359	0.215	0.235	1.741	-0.105	0.288	1.611	-0.335	0.22	1.719	-0.14	0.237	1.5	0.673	0.211	1.706	-1.195	0.244	1.549	1.285	0.172	1.678	-0.241	0.257	1.563	2.997	0.205	1.691	-13.212	0.212	1.671	-5.47	2.71	No
Insectivore	Soricomorpha	Talpidae	Galemys sp.	-21	-20.9721	0.351	1.847	0.031	0.331	0.937	0.162	0.261	2.027	-0.035	0.205	0.954	-0.021	0.303	1.995	0.074	0.207	0.945	-0.444	0.153	2.037	1.286	0.268	0.943	-1.85	0.166	2.09	2.695	0.165	0.823	1.451	0.078	2.225	-2.14	0.198	0.83	5.447	3.39	No
Insectivore	Soricomorpha	Talpidae	Talpa europea	-21	-20.9721	0.351	1.847	0.031	0.331	0.937	0.162	0.261	2.027	-0.035	0.205	0.954	-0.021	0.303	1.995	0.074	0.207	0.945	-0.444	0.153	2.037	1.286	0.268	0.943	-1.85	0.166	2.09	2.695	0.165	0.823	1.451	0.078	2.225	-2.14	0.198	0.83	5.447	0.93	No
Insectivore	Erinaceomorpha	Erinaceidae	Erinaceus europaeus	-27	-26.996	0.259	2.59	0.052	0.291	0.798	-0.121	0.318	2.754	-0.134	0.207	0.563	0.119	0.343	2.735	0.114	0.229	0.614	0.392	0.41	2.75	-1.659	0.257	0.667	-0.82	0.41	2.75	-1.659	0.257	0.667	-0.82	0.427	2.613	15.315	0.345	0.723	-11.177	3.5	No
Insectivore	Soricomorpha	Soricidae	Crocidura sp.	-28	-27.99	0.253	2.579	0.023	0.287	0.883	-0.134	0.367	2.643	-0.068	0.305	0.598	0.122	0.401	2.705	-0.023	0.271	0.571	-0.115	0.36	2.671	-0.797	0.087	0.502	1.15	0.46	2.588	-4.365	0.037	0.573	-0.285	0.411	2.43	23.99	0.045	0.573	-1.508	0.36	No
Insectivore	Macroscelidea	Macroscelididae	Elephantulus sp.	-28.4	-28.3995	0.256	2.61	-0.024	0.321	0.965	-0.173	0.316	2.625	-0.216	0.309	0.54	0.409	0.371	2.557	-0.868	0.347	0.66	0.738	0.405	2.474	-0.351	0.425	0.766	-0.53	0.408	2.444	-1.745	0.458	0.658	1.506	0.546	2.357	51.69	0.635	0.797	-99.252	2.36	No
Insectivore	Macroscelidea	Macroscelididae	Rhynchocyon sp.	-28.4	-28.3995	0.256	2.61	-0.024	0.321	0.965	-0.173	0.316	2.625	-0.216	0.309	0.54	0.409	0.371	2.557	-0.868	0.347	0.66	0.738	0.405	2.474	-0.351	0.425	0.766	-0.53	0.408	2.444	-1.745	0.458	0.658	1.506	0.546	2.357	51.69	0.635	0.797	-99.252	10.89	No
Insectivore	Afrosoricida	Tenrecidae	Microgale sp.	-29	-28.9921	0.338	2.538	0.061	0.311	1.003	-0.133	0.282	2.651	0.006	0.208	0.439	-0.102	0.255	2.65	-0.038	0.24	0.415	-0.265	0.286	2.583	1.553	0.307	0.388	-0.22	0.101	2.7	-0.449	0.189	0.314	2.512	0.123	2.667	5.886	0.238	0.293	13.575	0.72	No
Insectivore	Afrosoricida	Tenrecidae	Micropotamogale sp.	-29	-28.9921	0.338	2.538	0.061	0.311	1.003	-0.133	0.282	2.651	0.006	0.208	0.439	-0.102	0.255	2.65	-0.038	0.24	0.415	-0.265	0.286	2.583	1.553	0.307	0.388	-0.22	0.101	2.7	-0.449	0.189	0.314	2.512	0.123	2.667	5.886	0.238	0.293	13.575	1.44	No
Insectivore	Afrosoricida	Tenrecidae	Oryzorictes sp.	-29	-28.9921	0.338	2.538	0.061	0.311	1.003	-0.133	0.282	2.651	0.006	0.208	0.439	-0.102	0.255	2.65	-0.038	0.24	0.415	-0.265	0.286	2.583	1.553	0.307	0.388	-0.22	0.101	2.7	-0.449	0.189	0.314	2.512	0.123	2.667	5.886	0.238	0.293	13.575	0.67	No
